researcher,day,month,year,mesocosm,vase,infection,experiment.day,site,no.,exp.leaf.no,current.leaf.no,exp.day.appeared,length.cm,area.cm,lesion.area,wd.lesion.area,clipped,wd.lesion.pc,lesion.presence,lesion.absence,S1.no.leaves,S2.no.leaves,S1.no.leaves.new,S2.no.leaves.new,no.leaves.new,no.leaves.lost,dehisced.senesced,broken.sheath,delta.sheath.length,day.broke,notes,shoot.no,mortality.day,stat,S1.total.length,S2.total.length,rhizome.length,ag.biomass,bg.biomass,shoot.notes
FRS,2,august,2016,16,37,N,0,WB,10,2,2,NA,0.679,0.355,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,50.8,NA,5,NA,NA,.
FRS,2,august,2016,16,38,Y,0,WB,23,1,1,NA,4.255,1.343,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,55,NA,5,NA,NA,.
FRS,2,august,2016,16,38,Y,0,WB,23,2,2,NA,28.089,11.131,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,55,NA,5,NA,NA,.
FRS,2,august,2016,16,38,Y,0,WB,23,3,3,NA,3.975,1.584,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,55,NA,5,NA,NA,.
FRS,2,august,2016,16,39,N,0,LP,3,1,1,NA,4.239,1.513,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,19,NA,5,NA,NA,.
FRS,2,august,2016,16,39,N,0,LP,3,2,2,NA,13.511,4.878,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,19,NA,5,NA,NA,.
FRS,2,august,2016,16,39,N,0,LP,3,3,3,NA,7.572,2.83,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,19,NA,5,NA,NA,.
FRS,2,august,2016,16,40,Y,0,NB,12,1,1,NA,1.75,0.417,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,16,40,Y,0,NB,12,2,2,NA,15.323,6.136,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,16,40,Y,0,NB,12,3,3,NA,19.018,8.233,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,16,40,Y,0,NB,12,4,4,NA,18.421,7.919,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,15,41,N,0,LP,22,1,1,NA,16.955,6.569,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,30.5,NA,5,NA,NA,.
FRS,2,august,2016,15,41,N,0,LP,22,2,2,NA,18.477,7.481,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,30.5,NA,5,NA,NA,.
FRS,2,august,2016,15,41,N,0,LP,22,3,3,NA,19.154,7.889,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,30.5,NA,5,NA,NA,.
FRS,2,august,2016,15,42,Y,0,NB,18,1,1,NA,4.888,2.057,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.6,NA,5,NA,NA,.
FRS,2,august,2016,15,42,Y,0,NB,18,2,2,NA,20.94,9.313,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.6,NA,5,NA,NA,.
FRS,2,august,2016,15,42,Y,0,NB,18,3,3,NA,13.988,6.571,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.6,NA,5,NA,NA,.
FRS,2,august,2016,15,42,Y,0,NB,18,4,4,NA,22.766,11.173,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.6,NA,5,NA,NA,.
FRS,2,august,2016,15,43,N,0,DC,8,1,1,NA,8.567,4.181,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,41.5,NA,5,NA,NA,.
FRS,2,august,2016,15,43,N,0,DC,8,2,2,NA,19.769,9.792,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,41.5,NA,5,NA,NA,.
FRS,2,august,2016,15,43,N,0,DC,8,3,3,NA,15.053,7.888,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,41.5,NA,5,NA,NA,.
FRS,2,august,2016,15,43,N,0,DC,8,4,4,NA,9.744,5.329,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,41.5,NA,5,NA,NA,.
FRS,2,august,2016,15,44,Y,0,WB,17,1,1,NA,17.312,7.664,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,48,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,15,44,Y,0,WB,17,2,2,NA,6.563,3,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,48,NA,5,NA,NA,shoot browning at base of stem
FRS,2,august,2016,15,45,N,0,NB,14,1,1,NA,12.127,4.939,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,36,NA,5,NA,NA,.
FRS,2,august,2016,15,45,N,0,NB,14,2,2,NA,20.595,8.247,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,36,NA,5,NA,NA,.
FRS,2,august,2016,15,45,N,0,NB,14,3,3,NA,27.948,11.789,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,36,NA,5,NA,NA,.
FRS,2,august,2016,15,46,Y,0,LP,20,1,1,NA,1.9,NA,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27,NA,5,NA,NA,.
FRS,2,august,2016,15,46,Y,0,LP,20,2,2,NA,12.433,5.234,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27,NA,5,NA,NA,.
FRS,2,august,2016,15,46,Y,0,LP,20,3,3,NA,17.868,7.557,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27,NA,5,NA,NA,.
FRS,2,august,2016,15,46,Y,0,LP,20,4,4,NA,13.242,5.777,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27,NA,5,NA,NA,.
FRS,2,august,2016,15,47,N,0,WB,2,1,1,NA,22.375,9.479,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,49.5,NA,5,NA,NA,.
FRS,2,august,2016,15,47,N,0,WB,2,2,2,NA,18.349,8.185,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,49.5,NA,5,NA,NA,.
FRS,2,august,2016,15,48,Y,0,DC,3,1,1,NA,1.803,0.612,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.2,NA,5,NA,NA,.
FRS,2,august,2016,15,48,Y,0,DC,3,2,2,NA,27.887,11.263,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.2,NA,5,NA,NA,.
FRS,2,august,2016,15,48,Y,0,DC,3,3,3,NA,4.99,2.135,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.2,NA,5,NA,NA,.
FRS,2,august,2016,23,49,N,0,LP,23,1,1,NA,7.464,2.558,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,vector.leaf.3,1,NA,NA,26.8,NA,5,NA,NA,.
FRS,2,august,2016,23,49,N,0,LP,23,2,2,NA,11.021,3.796,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,vector.leaf.3,1,NA,NA,26.8,NA,5,NA,NA,.
FRS,2,august,2016,23,49,N,0,LP,23,3,3,NA,20.432,7.467,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,vector.leaf.3,1,NA,NA,26.8,NA,5,NA,NA,.
FRS,2,august,2016,23,50,Y,0,LP,19,1,1,NA,17.134,5.419,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,broken.rhizome,1,NA,NA,27.3,NA,1,NA,NA,broken rhizome (~1cm left)
FRS,2,august,2016,23,50,Y,0,LP,19,2,2,NA,10.853,3.544,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,broken.rhizome,1,NA,NA,27.3,NA,1,NA,NA,broken rhizome (~1cm left)
FRS,2,august,2016,23,50,Y,0,LP,19,3,3,NA,4.767,1.577,0.009,NA,Y,0.571,1,0,3,0,NA,NA,NA,NA,N,NA,NA,NA,broken.rhizome,1,NA,NA,27.3,NA,1,NA,NA,broken rhizome (~1cm left)
FRS,2,august,2016,23,51,N,0,NB,9,1,1,NA,2.544,1.036,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,D1.measurement,1,NA,NA,43.5,NA,5,NA,NA,.
FRS,2,august,2016,23,51,N,0,NB,9,2,2,NA,20.753,8.865,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43.5,NA,5,NA,NA,.
FRS,2,august,2016,23,51,N,0,NB,9,3,3,NA,33.538,14.538,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43.5,NA,5,NA,NA,.
FRS,2,august,2016,23,52,Y,0,NB,4,1,1,NA,16.863,7.111,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,23,52,Y,0,NB,4,2,2,NA,31.579,13.361,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,23,52,Y,0,NB,4,3,3,NA,30.748,13.944,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,23,53,N,0,WB,6,1,1,NA,7.404,2.773,0,NA,N,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37.7,NA,5,NA,NA,.
FRS,2,august,2016,23,53,N,0,WB,6,2,2,NA,8.204,3.348,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37.7,NA,5,NA,NA,.
FRS,2,august,2016,23,54,Y,0,WB,30,1,1,NA,1.756,0.753,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.5,NA,5,NA,NA,.
FRS,2,august,2016,23,54,Y,0,WB,30,2,2,NA,15.931,7.038,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.5,NA,5,NA,NA,.
FRS,2,august,2016,23,54,Y,0,WB,30,3,3,NA,9.144,4.39,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.5,NA,5,NA,NA,.
FRS,2,august,2016,23,54,Y,0,WB,30,4,4,NA,9.77,4.519,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,33.5,NA,5,NA,NA,.
FRS,2,august,2016,23,55,N,0,DC,20,1,1,NA,1.44,0.411,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28,NA,5,NA,NA,.
FRS,2,august,2016,23,55,N,0,DC,20,2,2,NA,8.564,3.15,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28,NA,5,NA,NA,.
FRS,2,august,2016,23,55,N,0,DC,20,3,3,NA,8.904,3.291,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28,NA,5,NA,NA,.
FRS,2,august,2016,23,56,Y,0,DC,27,1,1,NA,5.361,1.953,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,23,56,Y,0,DC,27,2,2,NA,16.746,6.183,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,23,56,Y,0,DC,27,3,3,NA,19.691,7.888,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,24,57,N,0,LP,13,1,1,NA,6.148,2.082,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,24,57,N,0,LP,13,2,2,NA,14.967,5.422,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,24,57,N,0,LP,13,3,3,NA,13.467,5.249,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,24,57,N,0,LP,13,4,4,NA,7.945,3.243,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,24,58,Y,0,NB,2,1,1,NA,1.952,0.734,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,24,58,Y,0,NB,2,2,2,NA,15.558,5.79,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,24,58,Y,0,NB,2,3,3,NA,22.413,8.085,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,24,58,Y,0,NB,2,4,4,NA,27.161,10.033,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34,NA,5,NA,NA,.
FRS,2,august,2016,24,59,N,0,WB,12,1,1,NA,17.213,7.489,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,lesion on sheath,1,NA,NA,52,NA,5,NA,NA,lesion on sheath
FRS,2,august,2016,24,59,N,0,WB,12,2,2,NA,16.93,7.259,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,lesion on sheath,1,NA,NA,52,NA,5,NA,NA,lesion on sheath
FRS,2,august,2016,24,59,N,0,WB,12,3,3,NA,16.649,7.198,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,Y,NA,NA,NA,lesion on sheath; senescent,1,NA,NA,52,NA,5,NA,NA,lesion on sheath
FRS,2,august,2016,24,60,Y,0,LP,5,1,1,NA,9.517,3.058,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27.5,NA,5,NA,NA,.
FRS,2,august,2016,24,60,Y,0,LP,5,2,2,NA,20.237,7.084,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27.5,NA,5,NA,NA,.
FRS,2,august,2016,24,60,Y,0,LP,5,3,3,NA,13.171,4.77,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27.5,NA,5,NA,NA,.
FRS,2,august,2016,24,60,Y,0,LP,5,4,4,NA,7.708,2.943,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,27.5,NA,5,NA,NA,.
FRS,2,august,2016,24,61,N,0,DC,15,1,1,NA,18.736,7.893,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,50,NA,5,NA,NA,.
FRS,2,august,2016,24,61,N,0,DC,15,2,2,NA,33.28,13.858,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,50,NA,5,NA,NA,.
FRS,2,august,2016,24,61,N,0,DC,15,3,3,NA,14.348,6.122,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,50,NA,5,NA,NA,.
FRS,2,august,2016,24,61,N,0,DC,15,4,4,NA,15.833,7.176,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,50,NA,5,NA,NA,.
FRS,2,august,2016,24,62,Y,0,WB,19,1,1,NA,18.927,8.417,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34.2,NA,5,NA,NA,.
FRS,2,august,2016,24,62,Y,0,WB,19,2,2,NA,18.337,8.916,0.409,NA,Y,4.587,1,0,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34.2,NA,5,NA,NA,.
FRS,2,august,2016,24,62,Y,0,WB,19,3,3,NA,16.604,8.986,0.354,NA,Y,3.939,1,0,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,34.2,NA,5,NA,NA,.
FRS,2,august,2016,24,63,N,0,NB,21,1,1,NA,2.134,0.724,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28.5,NA,5,NA,NA,.
FRS,2,august,2016,24,63,N,0,NB,21,2,2,NA,11.893,4.664,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28.5,NA,5,NA,NA,.
FRS,2,august,2016,24,63,N,0,NB,21,3,3,NA,12.316,4.775,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28.5,NA,5,NA,NA,.
FRS,2,august,2016,24,63,N,0,NB,21,4,4,NA,23.458,10.244,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,28.5,NA,5,NA,NA,.
FRS,2,august,2016,24,64,Y,0,DC,17,1,1,NA,20.615,10.208,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,47.3,NA,5,NA,NA,.
FRS,2,august,2016,24,64,Y,0,DC,17,2,2,NA,31.324,15.775,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,leaf tip missing from photo,1,NA,NA,47.3,NA,5,NA,NA,.
FRS,2,august,2016,24,64,Y,0,DC,17,3,3,NA,18.132,9.354,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,47.3,NA,5,NA,NA,.
FRS,2,august,2016,25,65,N,0,DC,19,1,1,NA,1.3,NA,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37,NA,5,NA,NA,.
FRS,2,august,2016,25,65,N,0,DC,19,2,2,NA,12.54,4.816,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37,NA,5,NA,NA,.
FRS,2,august,2016,25,65,N,0,DC,19,3,3,NA,9.179,4.029,0.01,NA,Y,0.248,1,0,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37,NA,5,NA,NA,.
FRS,2,august,2016,25,65,N,0,DC,19,4,4,NA,6.64,2.832,0.015,NA,Y,0.53,1,0,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,37,NA,5,NA,NA,.
FRS,2,august,2016,25,66,Y,0,WB,28,1,1,NA,22.122,9.471,0,NA,N,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,25,66,Y,0,WB,28,2,2,NA,4.048,1.79,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,25,67,N,0,LP,17,1,1,NA,11.942,5.457,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,39,NA,5,NA,NA,.
FRS,2,august,2016,25,67,N,0,LP,17,2,2,NA,16.117,7.777,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,39,NA,5,NA,NA,.
FRS,2,august,2016,25,67,N,0,LP,17,3,3,NA,10.608,5.568,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,39,NA,5,NA,NA,.
FRS,2,august,2016,25,68,Y,0,NB,17,1,1,NA,5.194,1.937,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38.5,NA,5,NA,NA,.
FRS,2,august,2016,25,68,Y,0,NB,17,2,2,NA,24.51,8.71,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38.5,NA,5,NA,NA,.
FRS,2,august,2016,25,68,Y,0,NB,17,3,3,NA,28.822,11.261,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,38.5,NA,5,NA,NA,.
FRS,2,august,2016,25,69,N,0,NB,25,1,1,NA,8.978,3.346,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,32.5,NA,5,NA,NA,.
FRS,2,august,2016,25,69,N,0,NB,25,2,2,NA,18.735,7.328,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,32.5,NA,5,NA,NA,.
FRS,2,august,2016,25,69,N,0,NB,25,3,3,NA,6.53,2.654,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,32.5,NA,5,NA,NA,.
FRS,2,august,2016,25,69,N,0,NB,25,4,4,NA,21.803,9.136,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,epiphytes,1,NA,NA,32.5,NA,5,NA,NA,.
FRS,2,august,2016,25,70,Y,0,DC,18,1,1,NA,4.713,2.037,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.9,NA,5,NA,NA,.
FRS,2,august,2016,25,70,Y,0,DC,18,2,2,NA,19.163,8.717,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.9,NA,5,NA,NA,.
FRS,2,august,2016,25,70,Y,0,DC,18,3,3,NA,4.801,2.566,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,46.9,NA,5,NA,NA,.
FRS,2,august,2016,25,71,N,0,WB,14,1,1,NA,33.639,14.975,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,58,NA,5,NA,NA,.
FRS,2,august,2016,25,71,N,0,WB,14,2,2,NA,19.794,9.068,0,NA,Y,0,0,1,2,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,58,NA,5,NA,NA,.
FRS,2,august,2016,25,72,Y,0,LP,1,1,1,NA,1,NA,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,26,NA,5,NA,NA,.
FRS,2,august,2016,25,72,Y,0,LP,1,2,2,NA,12.524,4.229,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,26,NA,5,NA,NA,.
FRS,2,august,2016,25,72,Y,0,LP,1,3,3,NA,18.183,6.137,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,26,NA,5,NA,NA,.
FRS,2,august,2016,25,72,Y,0,LP,1,4,4,NA,3.371,NA,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,26,NA,5,NA,NA,.
FRS,2,august,2016,26,73,N,0,DC,6,1,1,NA,9.325,4.453,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,26,73,N,0,DC,6,2,2,NA,26.883,12.97,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,26,73,N,0,DC,6,3,3,NA,12.737,6.242,0.076,NA,Y,1.218,1,0,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,26,73,N,0,DC,6,4,4,NA,6.497,3.52,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,51,NA,5,NA,NA,.
FRS,2,august,2016,26,74,Y,0,DC,25,1,1,NA,6.199,2.538,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,26,74,Y,0,DC,25,2,2,NA,24.367,9.597,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,26,74,Y,0,DC,25,3,3,NA,15.512,6.925,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,43,NA,5,NA,NA,.
FRS,2,august,2016,26,75,N,0,WB,20,1,1,NA,15.129,5.873,0,NA,N,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,58,NA,5,NA,NA,.
FRS,2,august,2016,26,75,N,0,WB,20,2,2,NA,37.174,15.149,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,58,NA,5,NA,NA,.
FRS,2,august,2016,26,75,N,0,WB,20,3,3,NA,10.633,4.443,0,NA,Y,0,0,1,3,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,58,NA,5,NA,NA,.
FRS,2,august,2016,26,76,Y,0,LP,2,1,1,NA,7.893,2.995,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,26,76,Y,0,LP,2,2,2,NA,12.448,4.681,0,NA,N,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,26,76,Y,0,LP,2,3,3,NA,5.543,2.447,0.005,NA,Y,0.204,1,0,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
FRS,2,august,2016,26,76,Y,0,LP,2,4,4,NA,10.692,5.499,0,NA,Y,0,0,1,4,0,NA,NA,NA,NA,N,NA,NA,NA,,1,NA,NA,21.5,NA,5,NA,NA,.
