researcher,day,month,year,time,mesocosm,vase,Temperature.C,Salinity.ppt,infection,experiment.day,site
FRS,21,august,2016,14:00,NA,NA,15.66388889,NA,DC,19,NA
FRS,21,august,2016,14:30,NA,NA,15.855,NA,DC,19,NA
FRS,21,august,2016,15:00,NA,NA,16.04611111,NA,DC,19,NA
FRS,21,august,2016,15:30,NA,NA,16.14111111,NA,DC,19,NA
FRS,21,august,2016,16:00,NA,NA,16.23722222,NA,DC,19,NA
FRS,21,august,2016,16:30,NA,NA,16.42722222,NA,DC,19,NA
FRS,21,august,2016,17:00,NA,NA,16.61777778,NA,DC,19,NA
FRS,21,august,2016,17:30,NA,NA,17.18888889,NA,DC,19,NA
FRS,21,august,2016,18:00,NA,NA,17.665,NA,DC,19,NA
FRS,21,august,2016,18:30,NA,NA,17.95,NA,DC,19,NA
FRS,21,august,2016,19:00,NA,NA,18.045,NA,DC,19,NA
FRS,21,august,2016,19:30,NA,NA,18.23611111,NA,DC,19,NA
FRS,21,august,2016,20:00,NA,NA,18.33111111,NA,DC,19,NA
FRS,21,august,2016,20:30,NA,NA,18.42611111,NA,DC,19,NA
FRS,21,august,2016,21:00,NA,NA,18.42611111,NA,DC,19,NA
FRS,21,august,2016,21:30,NA,NA,18.52111111,NA,DC,19,NA
FRS,21,august,2016,22:00,NA,NA,18.52111111,NA,DC,19,NA
FRS,21,august,2016,22:30,NA,NA,18.52111111,NA,DC,19,NA
FRS,21,august,2016,23:00,NA,NA,18.52111111,NA,DC,19,NA
FRS,21,august,2016,23:30,NA,NA,18.42611111,NA,DC,19,NA
FRS,22,august,2016,0:00,NA,NA,18.14,NA,DC,20,NA
FRS,22,august,2016,0:30,NA,NA,18.045,NA,DC,20,NA
FRS,22,august,2016,1:00,NA,NA,18.045,NA,DC,20,NA
FRS,22,august,2016,1:30,NA,NA,18.045,NA,DC,20,NA
FRS,22,august,2016,2:00,NA,NA,17.95,NA,DC,20,NA
FRS,22,august,2016,2:30,NA,NA,17.475,NA,DC,20,NA
FRS,22,august,2016,3:00,NA,NA,17.37888889,NA,DC,20,NA
FRS,22,august,2016,3:30,NA,NA,17.475,NA,DC,20,NA
FRS,22,august,2016,4:00,NA,NA,17.57,NA,DC,20,NA
FRS,22,august,2016,4:30,NA,NA,17.57,NA,DC,20,NA
FRS,22,august,2016,5:00,NA,NA,17.57,NA,DC,20,NA
FRS,22,august,2016,5:30,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,6:00,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,6:30,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,7:00,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,7:30,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,8:00,NA,NA,17.76,NA,DC,20,NA
FRS,22,august,2016,8:30,NA,NA,17.855,NA,DC,20,NA
FRS,22,august,2016,9:00,NA,NA,17.855,NA,DC,20,NA
FRS,22,august,2016,9:30,NA,NA,17.95,NA,DC,20,NA
FRS,22,august,2016,10:00,NA,NA,17.95,NA,DC,20,NA
FRS,22,august,2016,10:30,NA,NA,18.045,NA,DC,20,NA
FRS,22,august,2016,11:00,NA,NA,18.045,NA,DC,20,NA
FRS,22,august,2016,11:30,NA,NA,18.14,NA,DC,20,NA
FRS,22,august,2016,12:00,NA,NA,17.37888889,NA,DC,20,NA
FRS,22,august,2016,12:30,NA,NA,16.90277778,NA,DC,20,NA
FRS,22,august,2016,13:00,NA,NA,16.71277778,NA,DC,20,NA
FRS,22,august,2016,13:30,NA,NA,16.61777778,NA,DC,20,NA
FRS,22,august,2016,14:00,NA,NA,16.71277778,NA,DC,20,NA
FRS,22,august,2016,14:30,NA,NA,16.71277778,NA,DC,20,NA
FRS,22,august,2016,15:00,NA,NA,16.71277778,NA,DC,20,NA
FRS,22,august,2016,15:30,NA,NA,16.80777778,NA,DC,20,NA
FRS,22,august,2016,16:00,NA,NA,16.80777778,NA,DC,20,NA
FRS,22,august,2016,16:30,NA,NA,16.90277778,NA,DC,20,NA
FRS,22,august,2016,17:00,NA,NA,16.90277778,NA,DC,20,NA
FRS,22,august,2016,17:30,NA,NA,16.99888889,NA,DC,20,NA
FRS,22,august,2016,18:00,NA,NA,16.99888889,NA,DC,20,NA
FRS,22,august,2016,18:30,NA,NA,16.99888889,NA,DC,20,NA
FRS,22,august,2016,19:00,NA,NA,17.09388889,NA,DC,20,NA
FRS,22,august,2016,19:30,NA,NA,17.18888889,NA,DC,20,NA
FRS,22,august,2016,20:00,NA,NA,17.28388889,NA,DC,20,NA
FRS,22,august,2016,20:30,NA,NA,17.475,NA,DC,20,NA
FRS,22,august,2016,21:00,NA,NA,17.57,NA,DC,20,NA
FRS,22,august,2016,21:30,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,22:00,NA,NA,17.665,NA,DC,20,NA
FRS,22,august,2016,22:30,NA,NA,17.76,NA,DC,20,NA
FRS,22,august,2016,23:00,NA,NA,17.76,NA,DC,20,NA
FRS,22,august,2016,23:30,NA,NA,17.855,NA,DC,20,NA
FRS,23,august,2016,0:00,NA,NA,17.855,NA,DC,21,NA
FRS,23,august,2016,0:30,NA,NA,17.855,NA,DC,21,NA
FRS,23,august,2016,1:00,NA,NA,17.95,NA,DC,21,NA
FRS,23,august,2016,1:30,NA,NA,17.95,NA,DC,21,NA
FRS,23,august,2016,2:00,NA,NA,17.95,NA,DC,21,NA
FRS,23,august,2016,2:30,NA,NA,17.95,NA,DC,21,NA
FRS,23,august,2016,3:00,NA,NA,18.045,NA,DC,21,NA
FRS,23,august,2016,3:30,NA,NA,18.14,NA,DC,21,NA
FRS,23,august,2016,4:00,NA,NA,18.14,NA,DC,21,NA
FRS,23,august,2016,4:30,NA,NA,18.14,NA,DC,21,NA
FRS,23,august,2016,5:00,NA,NA,18.14,NA,DC,21,NA
FRS,23,august,2016,5:30,NA,NA,18.23611111,NA,DC,21,NA
FRS,23,august,2016,6:00,NA,NA,18.23611111,NA,DC,21,NA
FRS,23,august,2016,6:30,NA,NA,18.23611111,NA,DC,21,NA
FRS,23,august,2016,7:00,NA,NA,18.33111111,NA,DC,21,NA
FRS,23,august,2016,7:30,NA,NA,18.33111111,NA,DC,21,NA
FRS,23,august,2016,8:00,NA,NA,18.42611111,NA,DC,21,NA
FRS,23,august,2016,8:30,NA,NA,18.52111111,NA,DC,21,NA
FRS,23,august,2016,9:00,NA,NA,18.61611111,NA,DC,21,NA
FRS,23,august,2016,9:30,NA,NA,18.80611111,NA,DC,21,NA
FRS,23,august,2016,10:00,NA,NA,18.80611111,NA,DC,21,NA
FRS,23,august,2016,10:30,NA,NA,18.90111111,NA,DC,21,NA
FRS,23,august,2016,11:00,NA,NA,18.90111111,NA,DC,21,NA
FRS,23,august,2016,11:30,NA,NA,18.71111111,NA,DC,21,NA
FRS,23,august,2016,12:00,NA,NA,18.33111111,NA,DC,21,NA
FRS,23,august,2016,12:30,NA,NA,17.28388889,NA,DC,21,NA
FRS,23,august,2016,13:00,NA,NA,15.95111111,NA,DC,21,NA
FRS,23,august,2016,13:30,NA,NA,14.80388889,NA,DC,21,NA
FRS,23,august,2016,14:00,NA,NA,14.325,NA,DC,21,NA
FRS,23,august,2016,14:30,NA,NA,13.94222222,NA,DC,21,NA
FRS,23,august,2016,15:00,NA,NA,14.03777778,NA,DC,21,NA
FRS,23,august,2016,15:30,NA,NA,14.03777778,NA,DC,21,NA
FRS,23,august,2016,16:00,NA,NA,14.13388889,NA,DC,21,NA
FRS,23,august,2016,16:30,NA,NA,14.23,NA,DC,21,NA
FRS,23,august,2016,17:00,NA,NA,14.42111111,NA,DC,21,NA
FRS,23,august,2016,17:30,NA,NA,14.51722222,NA,DC,21,NA
FRS,23,august,2016,18:00,NA,NA,14.70888889,NA,DC,21,NA
FRS,23,august,2016,18:30,NA,NA,14.99611111,NA,DC,21,NA
FRS,23,august,2016,19:00,NA,NA,15.09111111,NA,DC,21,NA
FRS,23,august,2016,19:30,NA,NA,15.18722222,NA,DC,21,NA
FRS,23,august,2016,20:00,NA,NA,15.28222222,NA,DC,21,NA
FRS,23,august,2016,20:30,NA,NA,15.37777778,NA,DC,21,NA
FRS,23,august,2016,21:00,NA,NA,15.47277778,NA,DC,21,NA
FRS,23,august,2016,21:30,NA,NA,15.56888889,NA,DC,21,NA
FRS,23,august,2016,22:00,NA,NA,15.66388889,NA,DC,21,NA
FRS,23,august,2016,22:30,NA,NA,15.76,NA,DC,21,NA
FRS,23,august,2016,23:00,NA,NA,15.855,NA,DC,21,NA
FRS,23,august,2016,23:30,NA,NA,15.95111111,NA,DC,21,NA
FRS,23,august,2016,12:00,20,1,16.8,32.02,N,21,DC
FRS,23,august,2016,12:00,20,3,17,31.17,N,21,NB
FRS,23,august,2016,12:00,20,5,17,31.43,N,21,WB
FRS,23,august,2016,12:00,20,7,17.3,31.39,N,21,LP
FRS,23,august,2016,12:00,19,9,16.8,30.98,N,21,WB
FRS,23,august,2016,12:00,19,11,16.4,31.26,N,21,LP
FRS,23,august,2016,12:00,19,13,16.5,31.52,N,21,DC
FRS,23,august,2016,12:00,19,15,16.5,31.94,N,21,NB
FRS,23,august,2016,12:00,18,17,16.5,31.94,N,21,WB
FRS,23,august,2016,12:00,18,19,16.6,31.11,N,21,NB
FRS,23,august,2016,12:00,18,21,16.5,30.78,N,21,DC
FRS,23,august,2016,12:00,18,23,16.2,32.31,N,21,LP
FRS,23,august,2016,12:00,17,25,16.3,31.91,N,21,LP
FRS,23,august,2016,12:00,17,27,16.5,31.74,N,21,DC
FRS,23,august,2016,12:00,17,29,16.6,30.93,N,21,WB
FRS,23,august,2016,12:00,17,31,16.7,31.76,N,21,NB
FRS,23,august,2016,12:00,16,33,16.7,30.46,N,21,DC
FRS,23,august,2016,12:00,16,35,16.5,31.19,N,21,NB
FRS,23,august,2016,12:00,16,37,16.6,31.32,N,21,WB
FRS,23,august,2016,12:00,16,39,16.3,32.03,N,21,LP
FRS,23,august,2016,12:00,15,41,16.7,31.39,N,21,LP
FRS,23,august,2016,12:00,15,43,16.5,31.82,N,21,DC
FRS,23,august,2016,12:00,15,45,16.7,31.03,N,21,NB
FRS,23,august,2016,12:00,15,47,17,30.83,N,21,WB
FRS,23,august,2016,12:00,23,49,16.9,31.53,N,21,LP
FRS,23,august,2016,12:00,23,51,16.7,32.41,N,21,NB
FRS,23,august,2016,12:00,23,53,16.6,32.17,N,21,WB
FRS,23,august,2016,12:00,23,55,16.9,32.99,N,21,DC
FRS,23,august,2016,12:00,24,57,16.6,33.17,N,21,LP
FRS,23,august,2016,12:00,24,59,16.9,31.76,N,21,WB
FRS,23,august,2016,12:00,24,61,16.8,31.69,N,21,DC
FRS,23,august,2016,12:00,24,63,16.5,33.71,N,21,NB
FRS,23,august,2016,12:00,25,65,17.7,31.51,N,21,DC
FRS,23,august,2016,12:00,25,67,17.5,32.07,N,21,LP
FRS,23,august,2016,12:00,25,69,17.6,31.32,N,21,NB
FRS,23,august,2016,12:00,25,71,17.5,31.96,N,21,WB
FRS,23,august,2016,12:00,26,73,16.9,32.04,N,21,DC
FRS,23,august,2016,12:00,26,75,16.7,32.56,N,21,WB
FRS,23,august,2016,12:00,26,77,16.7,31.95,N,21,LP
FRS,23,august,2016,12:00,26,79,16.6,31.88,N,21,NB
FRS,23,august,2016,12:00,27,81,17.1,32.23,N,21,DC
FRS,23,august,2016,12:00,27,83,17.2,31.66,N,21,LP
FRS,23,august,2016,12:00,27,85,17,31.14,N,21,WB
FRS,23,august,2016,12:00,27,87,17.1,31.57,N,21,NB
FRS,23,august,2016,12:00,28,89,16.8,31.55,N,21,WB
FRS,23,august,2016,12:00,28,93,16.7,31.68,N,21,LP
FRS,23,august,2016,12:00,28,95,16.8,31.13,N,21,NB
FRS,23,august,2016,12:00,20,2,17.6,31.75,Y,21,LP
FRS,23,august,2016,12:00,20,4,17.7,31.69,Y,21,DC
FRS,23,august,2016,12:00,20,6,17.9,31.1,Y,21,NB
FRS,23,august,2016,12:00,20,8,18.1,31.57,Y,21,WB
FRS,23,august,2016,12:00,19,10,17,32.52,Y,21,NB
FRS,23,august,2016,12:00,19,12,17.1,32.07,Y,21,WB
FRS,23,august,2016,12:00,19,14,17.8,30.37,Y,21,LP
FRS,23,august,2016,12:00,19,16,17.3,32.61,Y,21,DC
FRS,23,august,2016,12:00,18,18,17.3,31.33,Y,21,WB
FRS,23,august,2016,12:00,18,20,17.3,31.38,Y,21,NB
FRS,23,august,2016,12:00,18,22,17,32.03,Y,21,LP
FRS,23,august,2016,12:00,18,24,17.5,31.15,Y,21,DC
FRS,23,august,2016,12:00,17,26,17.6,31.89,Y,21,LP
FRS,23,august,2016,12:00,17,28,17.2,31.78,Y,21,WB
FRS,23,august,2016,12:00,17,30,17.3,31.06,Y,21,DC
FRS,23,august,2016,12:00,17,32,17.3,31.69,Y,21,NB
FRS,23,august,2016,12:00,16,34,17.1,31.68,Y,21,DC
FRS,23,august,2016,12:00,16,36,17.2,32.58,Y,21,LP
FRS,23,august,2016,12:00,16,38,17.3,31.85,Y,21,WB
FRS,23,august,2016,12:00,16,40,17.5,30.41,Y,21,NB
FRS,23,august,2016,12:00,15,42,17.2,32.61,Y,21,NB
FRS,23,august,2016,12:00,15,44,17.6,31.26,Y,21,WB
FRS,23,august,2016,12:00,15,46,17.5,32.26,Y,21,LP
FRS,23,august,2016,12:00,15,48,17.7,31.64,Y,21,DC
FRS,23,august,2016,12:00,23,50,17.5,32.03,Y,21,LP
FRS,23,august,2016,12:00,23,52,17.4,32.17,Y,21,NB
FRS,23,august,2016,12:00,23,54,17,30.96,Y,21,WB
FRS,23,august,2016,12:00,23,56,17.3,31.81,Y,21,DC
FRS,23,august,2016,12:00,24,58,17,33.93,Y,21,NB
FRS,23,august,2016,12:00,24,60,17.2,32.13,Y,21,LP
FRS,23,august,2016,12:00,24,62,16.9,32.96,Y,21,WB
FRS,23,august,2016,12:00,24,64,17,32.45,Y,21,DC
FRS,23,august,2016,12:00,25,66,18.9,31.47,Y,21,WB
FRS,23,august,2016,12:00,25,68,18.4,31.49,Y,21,NB
FRS,23,august,2016,12:00,25,70,18.2,31.54,Y,21,DC
FRS,23,august,2016,12:00,25,72,18.1,31.46,Y,21,LP
FRS,23,august,2016,12:00,26,74,17.5,32.71,Y,21,DC
FRS,23,august,2016,12:00,26,76,17.3,32.47,Y,21,LP
FRS,23,august,2016,12:00,26,78,17.2,31.93,Y,21,NB
FRS,23,august,2016,12:00,26,80,17.1,31.56,Y,21,WB
FRS,23,august,2016,12:00,27,82,17.9,31.87,Y,21,DC
FRS,23,august,2016,12:00,27,84,17.9,31.7,Y,21,NB
FRS,23,august,2016,12:00,27,86,17.8,30.96,Y,21,LP
FRS,23,august,2016,12:00,27,88,17.7,31.94,Y,21,WB
FRS,23,august,2016,12:00,28,90,17.2,32.21,Y,21,WB
FRS,23,august,2016,12:00,28,94,17.4,31.47,Y,21,LP
FRS,23,august,2016,12:00,28,96,17.5,31.14,Y,21,NB
FRS,24,august,2016,0:00,NA,NA,16.04611111,NA,DC,22,NA
FRS,24,august,2016,0:30,NA,NA,16.04611111,NA,DC,22,NA
FRS,24,august,2016,1:00,NA,NA,16.14111111,NA,DC,22,NA
FRS,24,august,2016,1:30,NA,NA,16.23722222,NA,DC,22,NA
FRS,24,august,2016,2:00,NA,NA,16.33222222,NA,DC,22,NA
FRS,24,august,2016,2:30,NA,NA,16.33222222,NA,DC,22,NA
FRS,24,august,2016,3:00,NA,NA,16.42722222,NA,DC,22,NA
FRS,24,august,2016,3:30,NA,NA,16.42722222,NA,DC,22,NA
FRS,24,august,2016,4:00,NA,NA,16.52277778,NA,DC,22,NA
FRS,24,august,2016,4:30,NA,NA,16.52277778,NA,DC,22,NA
FRS,24,august,2016,5:00,NA,NA,16.61777778,NA,DC,22,NA
FRS,24,august,2016,5:30,NA,NA,16.61777778,NA,DC,22,NA
FRS,24,august,2016,6:00,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,6:30,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,7:00,NA,NA,16.80777778,NA,DC,22,NA
FRS,24,august,2016,7:30,NA,NA,16.80777778,NA,DC,22,NA
FRS,24,august,2016,8:00,NA,NA,16.90277778,NA,DC,22,NA
FRS,24,august,2016,8:30,NA,NA,16.99888889,NA,DC,22,NA
FRS,24,august,2016,9:00,NA,NA,17.18888889,NA,DC,22,NA
FRS,24,august,2016,9:30,NA,NA,17.28388889,NA,DC,22,NA
FRS,24,august,2016,10:00,NA,NA,17.37888889,NA,DC,22,NA
FRS,24,august,2016,10:30,NA,NA,17.57,NA,DC,22,NA
FRS,24,august,2016,11:00,NA,NA,17.665,NA,DC,22,NA
FRS,24,august,2016,11:30,NA,NA,17.76,NA,DC,22,NA
FRS,24,august,2016,12:00,NA,NA,17.855,NA,DC,22,NA
FRS,24,august,2016,12:30,NA,NA,17.95,NA,DC,22,NA
FRS,24,august,2016,13:00,NA,NA,18.045,NA,DC,22,NA
FRS,24,august,2016,13:30,NA,NA,17.475,NA,DC,22,NA
FRS,24,august,2016,14:00,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,14:30,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,15:00,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,15:30,NA,NA,16.71277778,NA,DC,22,NA
FRS,24,august,2016,16:00,NA,NA,16.80777778,NA,DC,22,NA
FRS,24,august,2016,16:30,NA,NA,16.80777778,NA,DC,22,NA
FRS,24,august,2016,17:00,NA,NA,16.80777778,NA,DC,22,NA
FRS,24,august,2016,17:30,NA,NA,16.90277778,NA,DC,22,NA
FRS,24,august,2016,18:00,NA,NA,16.99888889,NA,DC,22,NA
FRS,24,august,2016,18:30,NA,NA,17.09388889,NA,DC,22,NA
FRS,24,august,2016,19:00,NA,NA,17.28388889,NA,DC,22,NA
FRS,24,august,2016,19:30,NA,NA,17.37888889,NA,DC,22,NA
FRS,24,august,2016,20:00,NA,NA,17.475,NA,DC,22,NA
FRS,24,august,2016,20:30,NA,NA,17.475,NA,DC,22,NA
FRS,24,august,2016,21:00,NA,NA,17.57,NA,DC,22,NA
FRS,24,august,2016,21:30,NA,NA,17.57,NA,DC,22,NA
FRS,24,august,2016,22:00,NA,NA,17.57,NA,DC,22,NA
FRS,24,august,2016,22:30,NA,NA,17.665,NA,DC,22,NA
FRS,24,august,2016,23:00,NA,NA,17.76,NA,DC,22,NA
FRS,24,august,2016,23:30,NA,NA,17.855,NA,DC,22,NA
FRS,25,august,2016,0:00,NA,NA,17.855,NA,DC,23,NA
FRS,25,august,2016,0:30,NA,NA,17.855,NA,DC,23,NA
FRS,25,august,2016,1:00,NA,NA,17.95,NA,DC,23,NA
FRS,25,august,2016,1:30,NA,NA,17.95,NA,DC,23,NA
FRS,25,august,2016,2:00,NA,NA,17.855,NA,DC,23,NA
FRS,25,august,2016,2:30,NA,NA,17.18888889,NA,DC,23,NA
FRS,25,august,2016,3:00,NA,NA,16.99888889,NA,DC,23,NA
FRS,25,august,2016,3:30,NA,NA,15.66388889,NA,DC,23,NA
FRS,25,august,2016,4:00,NA,NA,15.47277778,NA,DC,23,NA
FRS,25,august,2016,4:30,NA,NA,15.37777778,NA,DC,23,NA
FRS,25,august,2016,5:00,NA,NA,15.47277778,NA,DC,23,NA
FRS,25,august,2016,5:30,NA,NA,15.47277778,NA,DC,23,NA
FRS,25,august,2016,6:00,NA,NA,15.56888889,NA,DC,23,NA
FRS,25,august,2016,6:30,NA,NA,15.66388889,NA,DC,23,NA
FRS,25,august,2016,7:00,NA,NA,15.76,NA,DC,23,NA
FRS,25,august,2016,7:30,NA,NA,15.855,NA,DC,23,NA
FRS,25,august,2016,8:00,NA,NA,15.95111111,NA,DC,23,NA
FRS,25,august,2016,8:30,NA,NA,16.04611111,NA,DC,23,NA
FRS,25,august,2016,9:00,NA,NA,16.23722222,NA,DC,23,NA
FRS,25,august,2016,9:30,NA,NA,16.42722222,NA,DC,23,NA
FRS,25,august,2016,10:00,NA,NA,16.61777778,NA,DC,23,NA
FRS,25,august,2016,10:30,NA,NA,16.80777778,NA,DC,23,NA
FRS,25,august,2016,11:00,NA,NA,16.99888889,NA,DC,23,NA
FRS,25,august,2016,11:30,NA,NA,17.18888889,NA,DC,23,NA
FRS,25,august,2016,12:00,NA,NA,17.28388889,NA,DC,23,NA
FRS,25,august,2016,12:30,NA,NA,17.475,NA,DC,23,NA
FRS,25,august,2016,13:00,NA,NA,17.57,NA,DC,23,NA
FRS,25,august,2016,13:30,NA,NA,17.665,NA,DC,23,NA
FRS,25,august,2016,14:00,NA,NA,17.665,NA,DC,23,NA
FRS,25,august,2016,14:30,NA,NA,17.18888889,NA,DC,23,NA
FRS,25,august,2016,15:00,NA,NA,17.09388889,NA,DC,23,NA
FRS,25,august,2016,15:30,NA,NA,16.04611111,NA,DC,23,NA
FRS,25,august,2016,16:00,NA,NA,15.95111111,NA,DC,23,NA
FRS,25,august,2016,16:30,NA,NA,15.95111111,NA,DC,23,NA
FRS,25,august,2016,17:00,NA,NA,15.66388889,NA,DC,23,NA
FRS,25,august,2016,17:30,NA,NA,15.66388889,NA,DC,23,NA
FRS,25,august,2016,18:00,NA,NA,15.66388889,NA,DC,23,NA
FRS,25,august,2016,18:30,NA,NA,15.76,NA,DC,23,NA
FRS,25,august,2016,19:00,NA,NA,15.855,NA,DC,23,NA
FRS,25,august,2016,19:30,NA,NA,16.23722222,NA,DC,23,NA
FRS,25,august,2016,20:00,NA,NA,16.52277778,NA,DC,23,NA
FRS,25,august,2016,20:30,NA,NA,16.52277778,NA,DC,23,NA
FRS,25,august,2016,21:00,NA,NA,16.52277778,NA,DC,23,NA
FRS,25,august,2016,21:30,NA,NA,16.61777778,NA,DC,23,NA
FRS,25,august,2016,22:00,NA,NA,16.61777778,NA,DC,23,NA
FRS,25,august,2016,22:30,NA,NA,16.71277778,NA,DC,23,NA
FRS,25,august,2016,23:00,NA,NA,16.71277778,NA,DC,23,NA
FRS,25,august,2016,23:30,NA,NA,16.71277778,NA,DC,23,NA
FRS,26,august,2016,0:00,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,0:30,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,1:00,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,1:30,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,2:00,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,2:30,NA,NA,16.80777778,NA,DC,24,NA
FRS,26,august,2016,3:00,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,3:30,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,4:00,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,4:30,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,5:00,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,5:30,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,6:00,NA,NA,16.71277778,NA,DC,24,NA
FRS,26,august,2016,6:30,NA,NA,16.42722222,NA,DC,24,NA
FRS,26,august,2016,7:00,NA,NA,16.42722222,NA,DC,24,NA
FRS,26,august,2016,7:30,NA,NA,16.71277778,NA,DC,24,NA
FRS,26,august,2016,8:00,NA,NA,16.90277778,NA,DC,24,NA
FRS,26,august,2016,8:30,NA,NA,16.99888889,NA,DC,24,NA
FRS,26,august,2016,9:00,NA,NA,16.99888889,NA,DC,24,NA
FRS,26,august,2016,9:30,NA,NA,17.18888889,NA,DC,24,NA
FRS,26,august,2016,10:00,NA,NA,17.37888889,NA,DC,24,NA
FRS,26,august,2016,10:30,NA,NA,17.475,NA,DC,24,NA
FRS,26,august,2016,11:00,NA,NA,17.665,NA,DC,24,NA
FRS,26,august,2016,11:30,NA,NA,17.76,NA,DC,24,NA
FRS,26,august,2016,12:00,NA,NA,17.95,NA,DC,24,NA
FRS,26,august,2016,12:30,NA,NA,18.045,NA,DC,24,NA
FRS,26,august,2016,13:00,NA,NA,18.045,NA,DC,24,NA
FRS,26,august,2016,13:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,14:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,14:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,15:00,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,15:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,16:00,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,16:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,17:00,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,17:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,18:00,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,18:30,NA,NA,18.23611111,NA,DC,24,NA
FRS,26,august,2016,19:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,19:30,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,20:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,20:30,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,21:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,21:30,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,22:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,22:30,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,23:00,NA,NA,18.33111111,NA,DC,24,NA
FRS,26,august,2016,23:30,NA,NA,18.33111111,NA,DC,24,NA
FRS,27,august,2016,0:00,NA,NA,18.33111111,NA,DC,25,NA
FRS,27,august,2016,0:30,NA,NA,18.42611111,NA,DC,25,NA
FRS,27,august,2016,1:00,NA,NA,18.42611111,NA,DC,25,NA
FRS,27,august,2016,1:30,NA,NA,18.42611111,NA,DC,25,NA
FRS,27,august,2016,2:00,NA,NA,18.42611111,NA,DC,25,NA
FRS,27,august,2016,2:30,NA,NA,18.33111111,NA,DC,25,NA
FRS,27,august,2016,3:00,NA,NA,17.09388889,NA,DC,25,NA
FRS,27,august,2016,3:30,NA,NA,15.76,NA,DC,25,NA
FRS,27,august,2016,4:00,NA,NA,15.47277778,NA,DC,25,NA
FRS,27,august,2016,4:30,NA,NA,15.37777778,NA,DC,25,NA
FRS,27,august,2016,5:00,NA,NA,15.28222222,NA,DC,25,NA
FRS,27,august,2016,5:30,NA,NA,15.28222222,NA,DC,25,NA
FRS,27,august,2016,6:00,NA,NA,15.28222222,NA,DC,25,NA
FRS,27,august,2016,6:30,NA,NA,15.37777778,NA,DC,25,NA
FRS,27,august,2016,7:00,NA,NA,15.37777778,NA,DC,25,NA
FRS,27,august,2016,7:30,NA,NA,15.47277778,NA,DC,25,NA
FRS,27,august,2016,8:00,NA,NA,15.47277778,NA,DC,25,NA
FRS,27,august,2016,8:30,NA,NA,15.56888889,NA,DC,25,NA
FRS,27,august,2016,9:00,NA,NA,15.56888889,NA,DC,25,NA
FRS,27,august,2016,9:30,NA,NA,15.66388889,NA,DC,25,NA
FRS,27,august,2016,10:00,NA,NA,15.47277778,NA,DC,25,NA
FRS,27,august,2016,10:30,NA,NA,15.56888889,NA,DC,25,NA
FRS,27,august,2016,11:00,NA,NA,15.66388889,NA,DC,25,NA
FRS,27,august,2016,11:30,NA,NA,15.76,NA,DC,25,NA
FRS,27,august,2016,12:00,NA,NA,16.14111111,NA,DC,25,NA
FRS,27,august,2016,12:30,NA,NA,16.33222222,NA,DC,25,NA
